config,chunk_id,source,heading_path,start,end,tokens,body_tokens,chars,clean_start,clean_end,sections,units
B,4d404d02-3c69-47cf-ba55-97003e896710,squash/squash_powdery_mildew.txt,,8474,9449,365,274,1163,True,True,2,3
B,937fabd6-7cd6-4aa3-b1f5-915deae8e87e,squash/squash_powdery_mildew.txt,,9347,10311,340,249,1152,True,True,1,5
B,7ac096a1-6b4d-423c-8c26-260061000c90,squash/squash_powdery_mildew.txt,,10237,11215,352,261,1166,True,True,1,3
B,57248413-a2b7-4c24-9650-931b9c06da45,squash/squash_powdery_mildew.txt,,11098,12002,324,233,1092,True,True,3,3
B,e0e9522a-b65a-4ca2-bd69-0aa0c38ccbd3,squash/squash_powdery_mildew.txt,,11873,12502,265,174,817,True,True,2,2
B,81cdc940-7b98-4a92-b290-409fc6bc3d0a,squash/squash_powdery_mildew.txt,,12381,13357,385,294,1164,True,True,2,2
B,41f38aa5-2d77-4f59-b190-48679cc97756,squash/squash_powdery_mildew.txt,,13359,14341,364,273,1170,True,True,3,3
B,f91c8356-ae28-4bca-827e-7896f2ae4f03,squash/squash_powdery_mildew.txt,,14343,15333,365,274,1178,True,True,1,1
B,919e827b-9372-4835-9010-1fd9a57e165f,squash/squash_powdery_mildew.txt,,15214,15663,213,122,637,True,True,1,1
B,bbaa0a34-c3f3-4ec3-95b6-feec6639dc37,strawberry/strawberry_leaf_scorch.txt,,0,957,368,275,1147,True,True,2,2
B,6942273a-d482-4639-b476-0a779eface03,strawberry/strawberry_leaf_scorch.txt,,822,1781,370,277,1149,True,True,2,3
B,5c9a57ae-b099-4dbe-aa96-c90ab4f6e791,strawberry/strawberry_leaf_scorch.txt,,1633,2626,381,288,1183,True,True,2,3
B,4e926253-b83a-4162-8190-f28816ce905a,strawberry/strawberry_leaf_scorch.txt,,2629,3556,368,275,1117,True,True,3,3
B,e136f174-f033-4aa6-b83a-d9ac331d3ca6,strawberry/strawberry_leaf_scorch.txt,,3490,4405,370,277,1105,True,True,2,4
B,1e1bc665-ac27-4208-b26d-8da6386d2ba7,strawberry/strawberry_leaf_scorch.txt,,4265,5156,368,275,1081,True,True,4,4
B,601bb94b-b72d-4358-bdc3-a08834a28ebf,strawberry/strawberry_leaf_scorch.txt,,5035,6027,389,296,1182,True,True,3,4
B,85e86dae-676f-4232-81f0-ad6c9b377eba,strawberry/strawberry_leaf_scorch.txt,,5897,6878,374,281,1171,True,True,1,4
B,1f4f0a6f-2105-46ca-b318-ec932ccb1d53,strawberry/strawberry_leaf_scorch.txt,,6798,7713,366,273,1105,True,True,1,4
B,79b57286-ffb8-4dec-b2c1-1da431895ef8,strawberry/strawberry_leaf_scorch.txt,,7566,8537,372,279,1161,True,True,1,3
B,9d285204-cf2d-4398-94b6-82e4315f51b9,strawberry/strawberry_leaf_scorch.txt,,8479,9257,314,221,968,True,True,2,3
B,df1e2d26-4b67-49a3-a356-86d501df6401,strawberry/strawberry_leaf_scorch.txt,,9139,10127,402,309,1178,True,True,2,2
B,e632fb64-69f3-4249-bdb0-08cc073b7b5d,strawberry/strawberry_leaf_scorch.txt,,10026,10822,326,233,986,True,True,3,3
B,d1834436-d956-4ae3-a2b3-e0f5f94a9ea7,strawberry/strawberry_leaf_scorch.txt,,10824,11771,368,275,1137,True,True,1,1
B,7440f29b-710d-4233-bbe9-96405a699944,strawberry/strawberry_leaf_scorch.txt,,11625,12053,216,123,618,True,True,1,1
B,e82c6b37-274d-4b0b-918f-7d446c31c1ad,tomato/tomato_bacterial_spot.txt,,0,963,376,275,1263,True,True,4,4
B,84b4ee42-4757-4e66-8c22-e589a695226a,tomato/tomato_bacterial_spot.txt,,859,1799,368,267,1240,True,True,2,3
B,6e4351c7-4194-4242-b845-204c3c899aeb,tomato/tomato_bacterial_spot.txt,,1726,2706,384,283,1280,True,True,1,3
B,22241a80-4480-42a5-9cd2-19552a7ad59f,tomato/tomato_bacterial_spot.txt,,2571,3545,389,288,1274,True,True,3,4
B,b5a0b024-3141-4dca-8c4a-45fc601641e7,tomato/tomato_bacterial_spot.txt,,3518,4429,382,281,1211,True,True,2,3
B,a6833c70-92d7-44d9-b206-823cd04e00c8,tomato/tomato_bacterial_spot.txt,,4345,5224,364,263,1179,True,True,2,4
B,27cb93e7-704d-43b3-aa0e-0fef89bffc45,tomato/tomato_bacterial_spot.txt,,5141,6071,375,274,1230,True,True,2,3
B,5df752b6-7a10-4978-ab08-79d60cae2899,tomato/tomato_bacterial_spot.txt,,5957,6840,362,261,1183,True,True,2,3
B,f480a113-7c12-460d-9072-376bc450dec3,tomato/tomato_bacterial_spot.txt,,6761,7640,350,249,1179,True,True,1,3
B,3e83cf00-92d9-4973-b07d-f28daa1de0e1,tomato/tomato_bacterial_spot.txt,,7501,8478,382,281,1277,True,True,1,4
B,51513422-1eef-4102-8de6-22330f6280bb,tomato/tomato_bacterial_spot.txt,,8381,9320,362,261,1239,True,True,1,4
B,4bb8cef6-a715-437a-8df5-ed6776ff4ca5,tomato/tomato_bacterial_spot.txt,,9301,10246,374,273,1245,True,True,2,3
B,e74d9e6e-2b1f-4520-803b-5747304dbd4a,tomato/tomato_bacterial_spot.txt,,10157,10870,310,209,1013,True,True,2,3
B,a5d0e135-3c87-4bdb-8b4a-d0a1cdb72db0,tomato/tomato_bacterial_spot.txt,,10762,11638,368,267,1176,True,True,2,2
B,cc872251-8ee5-4c37-8835-545d4a22d0a5,tomato/tomato_bacterial_spot.txt,,11640,12602,378,277,1262,True,True,1,1
B,942efe71-b42f-485e-b447-ca195516019a,tomato/tomato_bacterial_spot.txt,,12458,13042,259,158,884,True,True,1,1
B,63b41125-24d8-44b0-9a37-8905b3155c83,tomato/tomato_bacterial_spot.txt,,13044,13171,146,45,427,True,True,1,1
B,d9380f09-7f7f-4960-b310-afc854439a03,tomato/tomato_early_blight.txt,,0,986,369,276,1258,True,True,5,5
B,3c76a8db-54e2-445d-a7a8-2a7a849c14b3,tomato/tomato_early_blight.txt,,884,1815,340,247,1203,True,True,1,3
B,24a5c3aa-41c6-485e-9699-cef313d645df,tomato/tomato_early_blight.txt,,1679,2650,358,265,1243,True,True,3,4
B,e0505bc9-d918-4cbb-bfa0-cbdd653fbb59,tomato/tomato_early_blight.txt,,2517,3430,374,281,1185,True,True,2,3
B,ad5b5e4f-f501-4822-8a50-ada9d2ba4cef,tomato/tomato_early_blight.txt,,3283,4216,358,265,1205,True,True,2,3
B,407922c1-65f4-4a9d-b45f-e3ab295d70d6,tomato/tomato_early_blight.txt,,4103,5077,369,276,1246,True,True,2,3
B,a6bd3837-91e3-4706-9eb0-66ffd5d70da8,tomato/tomato_early_blight.txt,,5002,5943,366,273,1213,True,True,1,4
B,97882996-e890-44b7-b1d0-a417440aa941,tomato/tomato_early_blight.txt,,5863,6855,362,269,1264,True,True,2,4
B,0a413a84-e190-4d01-a106-b9b5d67ddc5a,tomato/tomato_early_blight.txt,,6759,7696,364,271,1209,True,True,1,4
B,93234e1e-1444-41ea-9c83-f636dc822643,tomato/tomato_early_blight.txt,,7560,8521,395,302,1233,True,True,1,4
B,bdffe51d-67dd-4117-b1ba-5c54406068e7,tomato/tomato_early_blight.txt,,8460,9428,397,304,1240,True,True,2,3
B,90504f09-7b17-4f3f-8dd4-af3334dc6247,tomato/tomato_early_blight.txt,,9305,10257,360,267,1224,True,True,3,3
B,c991407f-56dd-495c-a9a4-24262f5e92ba,tomato/tomato_early_blight.txt,,10259,11216,360,267,1229,True,True,1,1
B,42a73dfa-146d-4863-9a76-df569950067d,tomato/tomato_early_blight.txt,,11111,11446,185,92,607,True,True,1,1
B,1f5870ac-1a39-4d2d-ac04-1f77850452f4,tomato/tomato_early_blight.txt,,11448,11577,139,46,401,True,True,1,1
B,b1fd705f-7874-4428-80bd-028612e9d65d,tomato/tomato_late_blight.txt,,0,981,397,296,1271,True,True,4,4
B,f57da453-8810-4df5-9b45-acbc630d874a,tomato/tomato_late_blight.txt,,847,1831,387,286,1274,True,True,2,3
B,39c4ef2f-69fa-4c03-8e7e-4a602cb564aa,tomato/tomato_late_blight.txt,,1735,2661,372,271,1216,True,True,1,4
B,f342258e-f109-45b7-8f06-3a511498bf03,tomato/tomato_late_blight.txt,,2556,3484,375,274,1218,True,True,2,2
B,d5328dae-c830-4ab6-9671-ffafe4a50ef3,tomato/tomato_late_blight.txt,,3375,4229,348,247,1144,True,True,2,3
B,4de55fef-e7f2-45ea-a6c2-de3a70f8584e,tomato/tomato_late_blight.txt,,4231,5192,399,298,1251,True,True,1,4
B,e54fbe60-81ee-43ba-85ee-8b03da352d9d,tomato/tomato_late_blight.txt,,5050,6022,410,309,1262,True,True,2,3
B,72d28bb1-0ee6-4f50-8aba-451883499868,tomato/tomato_late_blight.txt,,5929,6877,403,302,1238,True,True,1,4
B,3eae3340-139d-42a5-a742-239f42b8e8e3,tomato/tomato_late_blight.txt,,6879,7857,375,274,1268,True,True,1,3
B,f0f4bf6d-7bef-458d-8ac8-6d2527607f35,tomato/tomato_late_blight.txt,,7717,8582,343,242,1155,True,True,1,4
B,66014943-5876-49fd-a420-a4da29ad3b4f,tomato/tomato_late_blight.txt,,8470,9465,367,266,1285,True,True,2,3
B,1b1a0c24-ddf3-4967-953d-b98209c68e92,tomato/tomato_late_blight.txt,,9320,10309,402,301,1279,True,True,1,4
B,9fc5ce77-2242-4a77-ba33-9019d68fae6b,tomato/tomato_late_blight.txt,,10190,11061,343,242,1161,True,True,2,2
B,30cbc2e7-cb73-4f3c-8515-19310fcd2fdd,tomato/tomato_late_blight.txt,,10983,11937,383,282,1244,True,True,2,2
B,a2a7f672-3000-41b4-8ca9-37f094d64185,tomato/tomato_late_blight.txt,,11939,12863,377,276,1214,True,True,2,2
B,fdbed5a1-5d1b-4023-91fc-8d2429bc6fe0,tomato/tomato_late_blight.txt,,12755,13004,175,74,539,True,True,2,2
B,8ac0fcb7-59bd-4a89-82b8-68ab6e9d0151,tomato/tomato_late_blight.txt,,13006,14000,392,291,1284,True,True,1,1
B,63abc7cd-a418-4d4f-9500-bcd9291c7119,tomato/tomato_late_blight.txt,,13905,14433,239,138,818,True,True,1,1
B,bf7cf129-5d5b-4a0f-ab78-1d7ec08f8990,tomato/tomato_late_blight.txt,,14435,14563,146,45,418,True,True,1,1
B,0bf4b45d-b7b4-451b-b72c-baf507f4d45c,tomato/tomato_leaf_mold.txt,,0,915,359,267,1161,True,True,4,4
B,1d93a0ee-66d5-42dd-a903-2f5a0f286ae9,tomato/tomato_leaf_mold.txt,,871,1861,410,318,1236,True,True,2,4
B,46f6ec41-7622-4b67-99f7-2a674401dee8,tomato/tomato_leaf_mold.txt,,1782,2759,399,307,1223,True,True,2,3
B,f470c384-370d-4ec7-b76c-68d55e6f71a0,tomato/tomato_leaf_mold.txt,,2657,3638,410,318,1227,True,True,1,4
B,aee1739a-509e-4214-bb67-2259ac873072,tomato/tomato_leaf_mold.txt,,3503,4418,373,281,1161,True,True,2,3
B,c2018c4e-db4e-4b0a-80e7-9f71ad520fe6,tomato/tomato_leaf_mold.txt,,4354,5340,386,294,1232,True,True,2,4
B,0bb40751-a67d-48eb-9f95-1b493c9a8de7,tomato/tomato_leaf_mold.txt,,5216,6160,369,277,1190,True,True,1,4
B,53d3ab41-9000-495d-9a8f-46f5898f5ee5,tomato/tomato_leaf_mold.txt,,6080,7024,380,288,1190,True,True,3,3
B,c6333b25-4af3-4336-b453-3bf3832b76a4,tomato/tomato_leaf_mold.txt,,6918,7898,397,305,1226,True,True,1,2
B,3c4a3bf3-0ceb-4c4e-973d-59eb62d92e58,tomato/tomato_leaf_mold.txt,,7806,8707,381,289,1147,True,True,1,4
B,791042c2-fe09-43dc-aee6-fadbb84a7a95,tomato/tomato_leaf_mold.txt,,8623,9596,382,290,1219,True,True,1,5
B,aed39b0f-5f8b-4467-8bcf-1a5368e06a62,tomato/tomato_leaf_mold.txt,,9515,10464,376,284,1195,True,True,2,3
B,51a159d4-ffb7-4690-b4fd-76cc8890f000,tomato/tomato_leaf_mold.txt,,10349,11343,359,267,1240,True,True,1,4
B,2a31c272-706b-4b2a-82d1-86838ea5cef8,tomato/tomato_leaf_mold.txt,,11345,12222,321,229,1123,True,True,2,3
B,a8903da7-93a9-40cf-8ea9-1906541299f8,tomato/tomato_leaf_mold.txt,,12099,13085,390,298,1232,True,True,2,2
B,c07eaf58-3f70-4caf-967c-b996dab92423,tomato/tomato_leaf_mold.txt,,12953,13434,227,135,727,True,True,2,2
B,093da88d-ebac-46cd-a42c-cb32cd357dbb,tomato/tomato_leaf_mold.txt,,13436,14433,387,295,1243,True,True,1,1
B,7c4d1050-9959-4cac-bd29-a56afcc4f218,tomato/tomato_leaf_mold.txt,,14285,14971,282,190,932,True,True,1,1
B,320b3690-48a9-4172-be7a-c86043343bd5,tomato/tomato_leaf_mold.txt,,14973,15133,146,54,406,True,True,1,1
B,226a9344-2d20-4956-a108-4d0f539ba99a,tomato/tomato_mosaic_virus.txt,,0,997,364,284,1226,True,True,4,4
B,9049bf89-7b2b-41c3-a507-2390c71e118c,tomato/tomato_mosaic_virus.txt,,871,1862,372,292,1220,True,True,2,4
B,2f043798-71f5-48ab-a717-698a94988339,tomato/tomato_mosaic_virus.txt,,1762,2707,363,283,1174,True,True,1,4
B,05563f4a-fe13-451f-bd71-1c2e489b7ab0,tomato/tomato_mosaic_virus.txt,,2709,3707,376,296,1227,True,True,2,3
B,cedae0d7-6d82-41df-b3ab-f9b3d5f6426e,tomato/tomato_mosaic_virus.txt,,3565,4499,392,312,1163,True,True,1,2
B,19d6f347-ae26-4952-b123-df81c038bbd7,tomato/tomato_mosaic_virus.txt,,4360,5298,356,276,1167,True,True,1,3
B,1d9ca4ef-ebeb-4457-99aa-1e735e3b30b9,tomato/tomato_mosaic_virus.txt,,5186,6160,386,306,1203,True,True,2,3
B,7b8e59fa-2992-4df4-a7a4-087b6a007a1a,tomato/tomato_mosaic_virus.txt,,6062,6962,327,247,1129,True,True,2,4
B,de1a54d9-b4f9-46bb-88ef-7fd694f40578,tomato/tomato_mosaic_virus.txt,,6818,7751,351,271,1162,True,True,2,2
B,d0c12132-40f3-4122-a075-dd72b8d64304,tomato/tomato_mosaic_virus.txt,,7647,8629,365,285,1211,True,True,1,2
B,8f247c21-f850-4a65-8acd-c2664cdc86a1,tomato/tomato_mosaic_virus.txt,,8561,9465,345,265,1133,True,True,1,1
B,36a176e2-e2b6-4011-865e-11b5035a8fb1,tomato/tomato_mosaic_virus.txt,,9378,10346,372,292,1197,True,True,1,2
B,17bbfb4c-fc8c-43c1-86fb-b6a97a518836,tomato/tomato_mosaic_virus.txt,,10217,11152,327,247,1164,True,True,2,3
B,9a422240-8a27-49c3-9926-72316244b63d,tomato/tomato_mosaic_virus.txt,,11015,12013,379,299,1227,True,True,2,3
B,ff4271dd-1b22-4254-a51f-a57cbd21234c,tomato/tomato_mosaic_virus.txt,,11989,12927,383,303,1167,True,True,2,3
B,a55e6176-8a76-4a30-a394-210aeb0fd1c6,tomato/tomato_mosaic_virus.txt,,12802,13159,184,104,586,True,True,2,2
B,3d63b61d-962a-46d4-b13f-34d1f8f8a0a3,tomato/tomato_mosaic_virus.txt,,13161,14152,357,277,1220,True,True,1,1
B,70db8a5f-1ba7-4a41-bec6-95cead1131dd,tomato/tomato_mosaic_virus.txt,,14051,14351,156,76,529,True,True,1,1
B,44c5b337-330d-45f9-a443-3ac8e041a427,tomato/tomato_mosaic_virus.txt,,14353,14633,177,97,509,True,True,1,1
B,aaccbed5-47b6-4273-a76d-466e8e966eae,tomato/tomato_septoria_leaf_spot.txt,,0,997,405,296,1312,True,True,5,5
B,fe3c123e-21ac-42d0-9165-89b6d01e8110,tomato/tomato_septoria_leaf_spot.txt,,905,1890,405,296,1300,True,True,2,4
B,e2979ed1-46e3-418b-8347-bf89d7e374ea,tomato/tomato_septoria_leaf_spot.txt,,1767,2723,400,291,1271,True,True,1,4
B,d68a806c-62fc-46fe-a689-159ffde53866,tomato/tomato_septoria_leaf_spot.txt,,2596,3576,427,318,1295,True,True,2,3
B,8941d12e-d64e-407c-ad7b-b1b302c38f98,tomato/tomato_septoria_leaf_spot.txt,,3458,4432,413,304,1289,True,True,1,3
B,2f810a64-e1be-4779-a630-2aac93cc76dd,tomato/tomato_septoria_leaf_spot.txt,,4312,5179,394,285,1182,True,True,3,4
B,99904c83-0982-4e96-8fde-053a4a33e540,tomato/tomato_septoria_leaf_spot.txt,,5086,6051,418,309,1280,True,True,2,3
B,ddf11973-8e78-4e2a-bb45-9ba93efc5811,tomato/tomato_septoria_leaf_spot.txt,,6053,7030,415,306,1292,True,True,1,5
B,d8bbb590-6f71-4610-81e2-31f5c022be3f,tomato/tomato_septoria_leaf_spot.txt,,6923,7837,410,301,1229,True,True,1,5
B,b35cd6ea-fac7-4b49-a7fb-482007a6e397,tomato/tomato_septoria_leaf_spot.txt,,7746,8722,392,283,1291,True,True,2,4
B,8b6a4aae-068a-4522-b352-6fe5ff84a467,tomato/tomato_septoria_leaf_spot.txt,,8697,9630,408,299,1248,True,True,1,3
B,31e09938-4d30-4c80-9f43-7fa7e94a9377,tomato/tomato_septoria_leaf_spot.txt,,9486,10438,368,259,1267,True,True,1,3
B,a43ebef3-4ff6-4c36-acba-0ff19d34ad12,tomato/tomato_septoria_leaf_spot.txt,,10292,10925,300,191,948,True,True,2,3
B,8f2ed3e5-2fed-461e-94f4-8938f711c6ac,tomato/tomato_septoria_leaf_spot.txt,,10777,11764,413,304,1302,True,True,1,2
B,211541bb-6893-4c16-abb6-36834d94107e,tomato/tomato_septoria_leaf_spot.txt,,11766,11983,175,66,532,True,True,2,2
B,43cebb23-03f8-48cf-9a6c-9fd2f152df83,tomato/tomato_septoria_leaf_spot.txt,,11985,12956,400,291,1286,True,True,1,1
B,91baeaad-31c8-45d5-8eec-c70a0b3c94b8,tomato/tomato_septoria_leaf_spot.txt,,12841,13366,258,149,840,True,True,1,1
B,ac870224-ba79-4d13-b31b-524c18beac64,tomato/tomato_septoria_leaf_spot.txt,,13368,13486,148,39,433,True,True,1,1
B,0fb35721-5206-4b59-ae9c-d75403b9ff5d,tomato/tomato_spider_mites.txt,,0,956,379,293,1164,True,True,4,4
B,cebd0270-fb91-4bd1-87f2-f1ce44293b86,tomato/tomato_spider_mites.txt,,882,1833,383,297,1159,True,True,2,5
B,92470705-c892-4ac5-ab15-b329c06f9172,tomato/tomato_spider_mites.txt,,1779,2728,373,287,1157,True,True,2,7
B,3a9911f7-8cf2-41d0-a074-eb5c8132c233,tomato/tomato_spider_mites.txt,,2581,3515,371,285,1142,True,True,2,5
B,799f98ad-815e-4ca9-b1a6-9f3422d6432e,tomato/tomato_spider_mites.txt,,3400,4371,401,315,1179,True,True,2,5
B,5806e512-e425-4da4-92e6-80e23090724f,tomato/tomato_spider_mites.txt,,4228,5220,409,323,1200,True,True,2,4
B,9508b3cf-5461-42f6-bcee-a494a1ad3330,tomato/tomato_spider_mites.txt,,5114,5929,360,274,1023,True,True,1,2
B,05b0bb60-c4b2-4e46-9e35-2ac01f65ea7b,tomato/tomato_spider_mites.txt,,5829,6749,385,299,1128,True,True,1,2
B,498b11d4-592d-46f0-81ec-5d4677c443b7,tomato/tomato_spider_mites.txt,,6640,7637,388,302,1205,True,True,2,5
B,5dd836bc-782e-4f2d-a151-f895b0641b24,tomato/tomato_spider_mites.txt,,7515,8443,393,307,1136,True,True,2,4
B,12b2f7c1-b7bf-4dc5-abb0-ec9acca327ac,tomato/tomato_spider_mites.txt,,8333,9318,403,317,1193,True,True,1,2
B,6c70af3f-d5b2-4ac0-8781-5d22fc84b84a,tomato/tomato_spider_mites.txt,,9171,10144,410,324,1181,True,True,1,2
B,e161a5a1-61b0-424a-a0ce-16cbdf9083bd,tomato/tomato_spider_mites.txt,,10042,11014,405,319,1180,True,True,1,1
B,9f4ed34a-b8fe-43a3-8604-36535b47a52c,tomato/tomato_spider_mites.txt,,10902,11875,400,314,1181,True,True,1,3
B,6b7278b4-d6bc-46e1-b4b8-1e9a601341e6,tomato/tomato_spider_mites.txt,,11738,12722,378,292,1192,True,True,2,4
B,63d592ee-36c9-4bc6-9ae3-28da5b659fad,tomato/tomato_spider_mites.txt,,12675,13664,385,299,1197,True,True,3,3
B,fe378b9b-f22e-4a72-bec0-6d86b000da72,tomato/tomato_spider_mites.txt,,13666,14652,375,289,1194,True,True,1,1
B,b8e39f66-ce4c-4ce9-831a-ce4880f5d286,tomato/tomato_spider_mites.txt,,14517,15115,264,178,806,True,True,1,1
B,d6c79bea-f09b-47d2-af57-292b1a1000d2,tomato/tomato_spider_mites.txt,,15117,15264,141,55,355,True,True,1,1
B,883ec61f-6813-45c5-8474-ec07a4e73b31,tomato/tomato_target_spot.txt,,0,990,394,301,1272,True,True,4,4
B,859c89da-982b-4575-884b-5208e3261742,tomato/tomato_target_spot.txt,,920,1893,375,282,1255,True,True,3,3
B,d333b0e9-ca79-4fbe-a2b1-01e9465e483b,tomato/tomato_target_spot.txt,,1857,2835,388,295,1260,True,True,2,3
B,516bb35e-7d75-4033-9a77-dda54c52fac0,tomato/tomato_target_spot.txt,,2746,3744,380,287,1280,True,True,1,5
B,16d7d485-6fe4-4986-8cd9-e91d03b7b03a,tomato/tomato_target_spot.txt,,3616,4578,365,272,1244,True,True,1,4
B,e52f8e4b-7837-4310-bc75-944a8b0471ee,tomato/tomato_target_spot.txt,,4433,5412,408,315,1261,True,True,2,2
B,2df78ae9-ee09-4fe6-ae21-5b70f18fa456,tomato/tomato_target_spot.txt,,5279,6214,399,306,1217,True,True,1,3
B,f8082319-9d73-49bd-88d9-98f8352ffe2a,tomato/tomato_target_spot.txt,,6165,7122,405,312,1239,True,True,2,4
B,7ccec3d2-2477-497b-adc9-7dc6f639c913,tomato/tomato_target_spot.txt,,7030,8021,421,328,1273,True,True,2,5
B,a4e0c229-c5c5-4f27-af24-7382a8fdeb35,tomato/tomato_target_spot.txt,,7898,8883,431,338,1267,True,True,2,5
B,09b58a13-7bae-4bbd-bb7b-0b4385712dae,tomato/tomato_target_spot.txt,,8763,9680,386,293,1199,True,True,1,5
B,c05997c4-54bc-4611-9158-c5b3d6d48561,tomato/tomato_target_spot.txt,,9543,10541,403,310,1280,True,True,1,6
B,d5c6034c-e57d-4a72-9264-b3ecd2946df2,tomato/tomato_target_spot.txt,,10420,11397,374,281,1259,True,True,2,4
B,5aa02a7f-cead-4103-a775-4649174dd950,tomato/tomato_target_spot.txt,,11251,12230,406,313,1261,True,True,1,5
B,313f566d-129b-40b8-a300-6f4a4c05ca0a,tomato/tomato_target_spot.txt,,12141,13040,364,271,1181,True,True,1,3
B,929a8c8d-a791-4112-ace9-797f2df12698,tomato/tomato_target_spot.txt,,12993,13978,396,303,1267,True,True,3,3
B,37a252fe-609d-45b5-97af-8defb12f9929,tomato/tomato_target_spot.txt,,13928,14346,216,123,700,True,True,2,2
B,845886c2-c506-403b-bce4-1915f90b3f7a,tomato/tomato_target_spot.txt,,14348,15310,386,293,1244,True,True,1,1
B,5cac9670-f21c-4471-816c-cbf22d5c12c1,tomato/tomato_target_spot.txt,,15194,15839,279,186,927,True,True,1,1
B,16a959eb-d109-4c34-8632-8e71739df5f0,tomato/tomato_target_spot.txt,,15841,16120,189,96,561,True,True,1,1
B,92193350-3e8e-49b7-90e7-ebc79e50da35,tomato/tomato_yellow_leaf_curl_virus.txt,,0,990,393,299,1266,True,True,5,5
B,d4a4ced1-e1d8-4bd8-995b-66d529f6585e,tomato/tomato_yellow_leaf_curl_virus.txt,,879,1836,374,280,1233,True,True,3,5
B,2e43a4e5-478b-4bd5-b406-5de99fc80050,tomato/tomato_yellow_leaf_curl_virus.txt,,1710,2699,387,293,1265,True,True,1,4
B,4ea9ed5a-4076-4169-b6cd-e4fbcaab5fe1,tomato/tomato_yellow_leaf_curl_virus.txt,,2618,3505,354,260,1163,True,True,2,6
B,ce717490-ab29-4259-89de-af2f474d8660,tomato/tomato_yellow_leaf_curl_virus.txt,,3406,4398,398,304,1268,True,True,2,6
B,fba642fc-ba30-4731-82aa-51e3e2dbcf07,tomato/tomato_yellow_leaf_curl_virus.txt,,4258,5235,391,297,1253,True,True,1,5
B,226a9799-9363-47d9-9823-0156cebb5b9d,tomato/tomato_yellow_leaf_curl_virus.txt,,5091,6048,385,291,1233,True,True,2,4
B,5edc3d08-1111-4052-ba9d-fb501fcffcb9,tomato/tomato_yellow_leaf_curl_virus.txt,,5973,6956,388,294,1259,True,True,2,4
B,ced9c888-b783-4c34-8a71-45358198f7c8,tomato/tomato_yellow_leaf_curl_virus.txt,,6819,7793,380,286,1250,True,True,3,4
B,3446a527-a2d8-4e4f-807c-18ab79dbfe94,tomato/tomato_yellow_leaf_curl_virus.txt,,7681,8667,373,279,1262,True,True,1,4
B,c85cbd9a-9717-420a-ba3c-0c1138989f25,tomato/tomato_yellow_leaf_curl_virus.txt,,8614,9420,331,237,1082,True,True,2,4
B,045ea61f-a1a7-446a-b4f4-c6f4c1444c0f,tomato/tomato_yellow_leaf_curl_virus.txt,,9320,10298,388,294,1254,True,True,1,3
B,e947ef3a-4ef7-47d8-a4bc-d4ed3e4d8c76,tomato/tomato_yellow_leaf_curl_virus.txt,,10211,11173,396,302,1238,True,True,2,3
B,13e24af2-1126-481f-b9a0-523db88e86b3,tomato/tomato_yellow_leaf_curl_virus.txt,,11058,12014,384,290,1232,True,True,1,3
B,0cb963c9-db05-45fc-955d-c1393bfa1590,tomato/tomato_yellow_leaf_curl_virus.txt,,11908,12588,286,192,956,True,True,3,3
B,0c98bf8b-276a-4c98-8ece-e86546665032,tomato/tomato_yellow_leaf_curl_virus.txt,,12590,13569,380,286,1255,True,True,1,1
B,a4225d90-d6d8-4bfd-a5e1-3147608e50a9,tomato/tomato_yellow_leaf_curl_virus.txt,,13427,13957,241,147,806,True,True,1,1
B,96c4ec1e-0c12-483b-9717-b4a31f896639,tomato/tomato_yellow_leaf_curl_virus.txt,,13959,14218,181,87,535,True,True,1,1
C,543c5502-e774-4b0b-86f8-cea8f7f45658,apple/apple_black_rot.txt,BỆNH THỐI ĐEN TRÊN CÂY TÁO > TỔNG QUAN,101,356,98,68,337,True,True,1,1
C,dc0b661d-fe91-4354-9c1c-108f3cb13ebe,apple/apple_black_rot.txt,BỆNH THỐI ĐEN TRÊN CÂY TÁO > TRIỆU CHỨNG > Trên quả,387,1245,255,220,953,True,True,1,1
C,7045cd1c-13fa-4b3c-a5f1-62cd458d45c3,apple/apple_black_rot.txt,BỆNH THỐI ĐEN TRÊN CÂY TÁO > TRIỆU CHỨNG > Trên lá,1259,1634,142,107,469,True,True,1,1
C,38404e7b-32f3-4556-a86a-e7d58b92f15e,apple/apple_black_rot.txt,BỆNH THỐI ĐEN TRÊN CÂY TÁO > TRIỆU CHỨNG > Trên cành và thân cây,1662,2348,243,204,794,True,True,1,1
C,915bb61a-2a86-4b70-841e-7a3d3fa6996b,apple/apple_black_rot.txt,"BỆNH THỐI ĐEN TRÊN CÂY TÁO > TÁC NHÂN, CHU KỲ VÀ CƠ CHẾ LÂY LAN",2388,3391,318,276,1110,True,True,1,1
C,6044dcc9-74f4-4fe6-b2c7-c367c707407d,apple/apple_black_rot.txt,BỆNH THỐI ĐEN TRÊN CÂY TÁO > YẾU TỐ LÀM CÂY MẪN CẢM VÀ BỆNH NẶNG HƠN,3436,4487,335,283,1163,True,True,1,1
C,35122e88-7e76-47a9-a3f1-1c89e45e060e,apple/apple_black_rot.txt,BỆNH THỐI ĐEN TRÊN CÂY TÁO > PHÒNG NGỪA > Cắt tỉa đúng thời điểm và đúng kỹ thuật,4548,5562,320,275,1139,True,True,1,1
